key,translation,locale
order_custom_reference.save,Zapisz,pl_PL
cart.item.sales_unit.not_found,Nie znaleziono jednostki sprzedaży dla produktu o SKU '%sku%'.,pl_PL
cart.item.packaging_unit.not_found,Nie znaleziono jednostki opakowaniowej dla produktu o SKU '%sku%'.,pl_PL
quote_request_agent_page.checkout.step.save_rfq.title,Zapisz zapytanie ofertowe,pl_PL
quote_request_page.quote_request.saved,Zapytanie ofertowe zostało pomyślnie zapisane.,pl_PL
quote_request_page.quote_request.actions.edit_address,Edytuj adres,pl_PL
quote_request_page.quote_request.actions.edit_shipment,Edytuj przesyłkę,pl_PL
quote_request_page.quote_request.edit_address_confirm,"Edytujesz zapytanie ofertowe <a href=""%link%"">%reference%</a>; jeśli je opuścisz, wszystkie zmiany zostaną utracone.",pl_PL
quote_request_page.quote_request.edit_shipment_confirm,"Edytujesz zapytanie ofertowe <a href=""%link%"">%reference%</a>; jeśli je opuścisz, wszystkie zmiany zostaną utracone.",pl_PL
quote_request_page.quote_request.shipment_counter,Przesyłka %index% z %length%,pl_PL
quote_request_page.quote_request.empty_shipment_data,Nie podano adresu ani metody dostawy.,pl_PL
quote_request_page.quote_request.title_create,Utwórz zapytanie ofertowe,pl_PL
quote_request_page.quote_request.title_edit,Edytuj #%id%,pl_PL
quote_request_page.quote_request.title_attention,Uwaga,pl_PL
quote_request_page.quote_request.title_addresses,Adresy,pl_PL
quote_request_page.quote_request.title_billing_address,Adres rozliczeniowy,pl_PL
quote_request_page.quote_request.title_delivery_address,Adres dostawy,pl_PL
quote_request_page.quote_request.title_shipment_method,Metoda dostawy,pl_PL
quote_request_page.quote_request.breadcrumb.create,Utwórz,pl_PL
quote_request_page.quote_request.breadcrumb.edit,Edytuj,pl_PL
quote_request_page.quote_request.breadcrumb.attention,Uwaga,pl_PL
quote_request_page.quote_request.multiple_delivery_address,Wiele adresów dostawy.,pl_PL
quote_request_page.quote_request.multiple_shipment_method,Wiele metod dostawy.,pl_PL
quote_request_page.quote_request.empty_page,Twoja wycena jest pusta!,pl_PL
quote_request_page.quote_request.empty_delivery_address,Nie dodano adresu dostawy.,pl_PL
quote_request_page.quote_request.empty_address,Nie dodano adresu.,pl_PL
quote_request_page.quote_request.empty_shipment_method,Nie dodano metody dostawy.,pl_PL
quote_request_page.quote_request.cta_add_address,Dodaj adres,pl_PL
quote_request_page.quote_request.cta_edit_address,Edytuj adres,pl_PL
quote_request_page.quote_request.cta_add_shipment_method,Dodaj metodę dostawy,pl_PL
quote_request_page.quote_request.cta_edit_shipment_method,Edytuj metodę dostawy,pl_PL
quote_request_page.quote_request.item,%count% pozycja(e),pl_PL
quote_request_page.quote_request.shipments,Przesyłki,pl_PL
checkout.step.summary.shipment_costs_total,Suma przesyłki,pl_PL
maintenance.search.gui_is_not_set_up,"Aby móc przeglądać dane wyszukiwania, zainstaluj moduł GUI odpowiedni dla Twojego dostawcy wyszukiwania (np. spryker/search-elasticsearch-gui dla Elasticsearch).",pl_PL
customer.order.number_of_items,Liczba pozycji,pl_PL
customer.order.reference,Numer referencyjny,pl_PL
customer.order.email,E-mail,pl_PL
customer.order.company_user,Użytkownik firmy,pl_PL
customer.order_history.search_type.all,Wszystko,pl_PL
customer.order_history.search_type.orderReference,Numer zamówienia,pl_PL
customer.order_history.search_type.itemName,Nazwa produktu,pl_PL
customer.order_history.search_type.itemSku,SKU produktu,pl_PL
customer.order_history.search,Szukaj,pl_PL
customer.order_history.date_from,Od,pl_PL
customer.order_history.date_to,Do,pl_PL
customer.order_history.apply,Zastosuj,pl_PL
customer.order_history.is_order_items_visible,Pokaż produkty w wynikach wyszukiwania,pl_PL
customer.order_history.active_filters,Aktywne filtry:,pl_PL
customer.order_history.reset_all,Zresetuj wszystko,pl_PL
company_page.label.business_unit,Jednostka biznesowa,pl_PL
company_page.choice.my_orders,Moje zamówienia,pl_PL
company_page.choice.company_orders,Zamówienia firmy,pl_PL
permission.name.SeeCompanyOrdersPermissionPlugin,Zobacz zamówienia firmy,pl_PL
permission.name.EditCompanyOrdersPermissionPlugin,Edytuj zamówienia firmy,pl_PL
permission.name.EditBusinessUnitOrdersPermissionPlugin,Edytuj zamówienia jednostki biznesowej,pl_PL
permission.name.SeeBusinessUnitOrdersPermissionPlugin,Zobacz zamówienia jednostki biznesowej,pl_PL
customer.account.button.search_filters,Szukaj i filtruj,pl_PL
return.return_reasons.damaged.name,Uszkodzone,pl_PL
return.return_reasons.wrong-item.name,Nieprawidłowa pozycja,pl_PL
return.return_reasons.no_longer_needed.name,Już niepotrzebne,pl_PL
return.return_policy.returnable_till.message,Zwrot możliwy do: %date%,pl_PL
return_page.default_title,Zwroty,pl_PL
return_page.title,Utwórz zwrot,pl_PL
return_page.return_reasons.select_reason.placeholder,Wybierz powód,pl_PL
return_page.return_reasons.custom_reason.placeholder,Własny powód,pl_PL
return.return_policy.returnable_till.message,Zwrot możliwy do: %date%,pl_PL
cart_page.error_message.unexpected_error,Wystąpił nieoczekiwany błąd.,pl_PL
order_invoice.invoice_template.table.number,Poz.,pl_PL
order_invoice.invoice_template.table.quantity,Ilość,pl_PL
order_invoice.invoice_template.table.name,Pozycja,pl_PL
order_invoice.invoice_template.table.tax,Stawka podatku,pl_PL
order_invoice.invoice_template.table.price,Cena,pl_PL
order_invoice.invoice_template.table.subtotal,Suma częściowa,pl_PL
order_invoice.invoice_template.table.discount,Rabat,pl_PL
order_invoice.invoice_template.table.tax.included,w tym %tax_rate%% VAT netto,pl_PL
order_invoice.invoice_template.table.tax.name,VAT,pl_PL
order_invoice.invoice_template.table.grandtotal,Suma całkowita,pl_PL
order_invoice.invoice_template.reference,Numer faktury:,pl_PL
order_invoice.invoice_template.introduction,Niniejszym obciążamy Cię za następujące towary:,pl_PL
order_invoice.invoice_template.company.name,Spryker Systems GmbH Berlin,pl_PL
order_invoice.invoice_template.company.address,Julie-Wolfthorn-Straße 1<br>10115 Berlin <br> Niemcy,pl_PL
order_invoice.invoice_template.company.group,Unternehmensgruppe Spryker Systems GmbH	,pl_PL
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Berlin,pl_PL
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Berlin,pl_PL
order_invoice.invoice_template.table.total.net,Suma netto,pl_PL
return_page.list.title,Zwroty,pl_PL
return_page.account.no_return,Nie znaleziono zwrotów!,pl_PL
return_page.account.no_return_description,"Tutaj znajdziesz swoje zwroty i będziesz nimi zarządzać, gdy będą dostępne.",pl_PL
return_page.account.no_return,W tej chwili brak zwrotów,pl_PL
return_page.return.return_ref,Numer zwrotu,pl_PL
return_page.return.order_ref,Numer zamówienia,pl_PL
return_page.return.number_of_items,Liczba pozycji,pl_PL
return_page.return.date,Data zwrotu,pl_PL
return_page.return.items_state,Stan pozycji,pl_PL
return_page.return.view_return,Zobacz zwrot,pl_PL
return_page.return.print_return,Drukuj dokument,pl_PL
return_page.breadcrumb.returns,Zwroty,pl_PL
return_page.breadcrumb.create_return,Utwórz zwrot,pl_PL
return_page.details.page_title,Szczegóły zwrotu,pl_PL
return_page.details.actions.back_to_list,Powrót do listy,pl_PL
return_page.details.actions.print_slip,Drukuj dokument,pl_PL
return_page.details.total.items_to_return,Pozycje do zwrotu,pl_PL
return_page.details.total.items_to_return.count,pozycje,pl_PL
return_page.details.total.remuneration_total,Suma wynagrodzenia,pl_PL
return_page.item.options,Opcje produktu:,pl_PL
return_page.table.actions,Akcje,pl_PL
return_page.button.return_list,Zwroty,pl_PL
return_page.return_reasons.title,Powód:,pl_PL
return_page.return_reasons.empty,—,pl_PL
return_page.return.created,Zwrot został pomyślnie utworzony,pl_PL
return_page.return.title,Utwórz zwrot,pl_PL
return_page.order_reference,Nr zamówienia:,pl_PL
return_page.order_date,Data zamówienia:,pl_PL
return_page.return_reference,Nr zwrotu:,pl_PL
return_page.return_date,Data zwrotu:,pl_PL
return_page.button_text,Utwórz zwrot,pl_PL
return_page.item_sku,SKU:,pl_PL
return_page.quantity,Ilość:,pl_PL
return_page.returnable_state,Niepodlegający zwrotowi,pl_PL
return_page.create_return.validation.selected_items,Należy wybrać co najmniej jeden produkt.,pl_PL
return_page.button.create_return,Zwrot,pl_PL
return_page.slip.return_reference,Nr zwrotu,pl_PL
return_page.slip.return_date,Data zwrotu,pl_PL
return_page.slip.order_reference,Nr zamówienia,pl_PL
return_page.slip.barcode,Kod kreskowy,pl_PL
return_page.slip.product_sku,SKU produktu,pl_PL
return_page.slip.product_name,Nazwa produktu,pl_PL
return_page.slip.default_price,Cena domyślna,pl_PL
return_page.slip.quantity,Szt.,pl_PL
return_page.slip.total_price,Cena łączna,pl_PL
return_page.slip.return_reason,Powód zwrotu,pl_PL
return_page.slip.items_to_return,Pozycje do zwrotu,pl_PL
return_page.slip.remuneration_total,Suma wynagrodzenia,pl_PL
sales_product_bundle_widget.returnable_text,Zwrot możliwy do:,pl_PL
sales_product_bundle_widget.returnable_state,Niepodlegający zwrotowi,pl_PL
sales_product_bundle_widget.item_sku,SKU:,pl_PL
sales_product_bundle_widget.quantity,Ilość:,pl_PL
sales_product_bundle_widget.item.options,Opcje produktu:,pl_PL
oms.state.new,Nowy,pl_PL
oms.state.waiting,Oczekuje,pl_PL
oms.state.in-progress,W toku,pl_PL
oms.state.ready,Gotowe,pl_PL
oms.state.canceled,Anulowane,pl_PL
oms.state.closed,Zamknięte,pl_PL
oms.state.draft,Wersja robocza,pl_PL
oms.state.payment-pending,Płatność oczekująca,pl_PL
oms.state.paid,Zapłacone,pl_PL
oms.state.confirmed,Potwierdzone,pl_PL
oms.state.exported,Wyeksportowane,pl_PL
oms.state.shipped,Wysłane,pl_PL
oms.state.delivered,Dostarczone,pl_PL
oms.state.payout-failed,Wypłata dla sprzedawcy nie udała się,pl_PL
oms.state.ready-for-return,Gotowe do zwrotu,pl_PL
oms.state.refunded,Zwrócono płatność,pl_PL
oms.state.returned,Zwrócone,pl_PL
oms.state.waiting-for-return,Oczekuje na zwrot,pl_PL
oms.state.shipped-to-customer,Wysłane do klienta,pl_PL
oms.state.sent-to-merchant,Wysłane do sprzedawcy,pl_PL
oms.state.shipped-by-merchant,Wysłane przez sprzedawcę,pl_PL
oms.state.return-canceled,Zwrot anulowany,pl_PL
oms.state.invoice-generated,Faktura wygenerowana,pl_PL
oms.state.invoice-generated,Faktura wygenerowana,pl_PL
oms.state.reservation-cancelled,Rezerwacja anulowana,pl_PL
oms.state.reservation-cancellation-pending,Anulowanie rezerwacji oczekuje,pl_PL
oms.state.tax-pending,Podatek oczekujący,pl_PL
return.create_return.validation.returnable_items_error,"Nie można utworzyć zwrotu, ponieważ zawiera pozycje niepodlegające zwrotowi",pl_PL
return.create_return.validation.store_error,Nie można utworzyć zwrotu — wybrano nieprawidłowy sklep,pl_PL
return.create_return.validation.items_error,Nie można utworzyć zwrotu dla tego zestawu pozycji,pl_PL
form.csrf.error.text,Coś poszło nie tak. Przepraszamy.,pl_PL
checkbox-select-all.title,Wybierz wszystko,pl_PL
sales.error.customer_order_not_found,Nie znaleziono zamówienia klienta.,pl_PL
sales.error.order_cannot_be_canceled_due_to_wrong_item_state,Nie można anulować zamówienia z powodu nieprawidłowego stanu pozycji.,pl_PL
order_cancel_widget.cancel_order,Anuluj zamówienie,pl_PL
order_cancel_widget.order.cancelled,Zamówienie zostało pomyślnie anulowane.,pl_PL
product_cart_item.remove,× usuń,pl_PL
mail.trans.availability_notification.subtitle,Koniec czekania! Dodaj ten produkt do koszyka już teraz.,pl_PL
mail.trans.availability_notification.title.part2,jest znowu dostępny!,pl_PL
mail.trans.availability_notification_subscription.subtitle,"Otrzymasz e-mail, gdy produkt będzie znowu dostępny.",pl_PL
mail.trans.availability_notification_subscription.title,Właśnie poinformowaliśmy nasz dział zakupów o Twojej subskrypcji!,pl_PL
mail.trans.availability_notification_unsubscribed.subtitle,"Nie otrzymasz powiadomienia, gdy produkt będzie znowu dostępny.",pl_PL
mail.trans.availability_notification_unsubscribed.title.part1,Twoja subskrypcja,pl_PL
mail.trans.availability_notification_unsubscribed.title.part2,został anulowany,pl_PL
mail.trans.common.go_to_shop,Przejdź do sklepu,pl_PL
mail.trans.common.hello_for_first_name,Witaj,pl_PL
mail.trans.common.my_account,Moje konto,pl_PL
mail.trans.customer_registration.change_info,"Swoje dane (adres dostawy, adres e-mail, hasło itp.) możesz zmienić w sekcji Moje konto",pl_PL
mail.trans.customer_registration.registration_success,Twoja rejestracja w Spryker Shop zakończyła się pomyślnie!,pl_PL
mail.trans.customer_registration.title,Dziękujemy za rejestrację w Spryker Shop!,pl_PL
mail.trans.customer_restored_password_confirmation.title,Twoje hasło zostało pomyślnie zmienione,pl_PL
mail.trans.customer_restore_password.change_password,Zmień hasło,pl_PL
mail.trans.customer_restore_password.subtitle,"Ktoś poprosił o nowe hasło do Twojego konta Spryker Shop. Jeśli to nie Ty, zignoruj tę wiadomość. Jeśli to Ty, wykonaj instrukcje w przycisku poniżej.",pl_PL
mail.trans.customer_restore_password.title,Nowe hasło do Twojego konta Spryker Shop,pl_PL
mail.trans.footer.contact_email_address,info@spryker.com,pl_PL
mail.trans.footer.if_you_have_further_questions,"Jeśli masz dalsze pytania, skontaktuj się z naszym biurem obsługi klienta pod adresem",pl_PL
mail.trans.footer.shop_address,Julie-Wolfthorn-Strasse 1,pl_PL
mail.trans.footer.shop_city,Berlin,pl_PL
mail.trans.footer.shop_name,Spryker Systems GmbH,pl_PL
mail.trans.footer.shop_phone,+49 (0) 30 208 498 350,pl_PL
mail.trans.footer.shopping_experience,Życzymy udanych zakupów.,pl_PL
mail.trans.footer.shop_zip_code,10115,pl_PL
mail.trans.footer.your_team,Twój zespół Spryker!,pl_PL
mail.trans.header.shop_name,Spryker Shop,pl_PL
mail.trans.newsletter_subscribed.subtitle,"Dołożymy wszelkich starań, aby dostarczać najbardziej trafne i interesujące informacje oraz aktualności.",pl_PL
mail.trans.newsletter_subscribed.title,"Cieszymy się, że zapisałeś się do naszego newslettera.",pl_PL
mail.trans.newsletter_unsubscribed.subtitle,Twój adres e-mail został wypisany z newslettera Spryker Shop. Zawsze możesz zarządzać subskrypcją w swoim profilu klienta.,pl_PL
mail.trans.newsletter_unsubscribed.title,"Przykro nam, że odchodzisz...",pl_PL
mail.trans.order.billing_address,Adres rozliczeniowy,pl_PL
mail.trans.order.delivery_address,Adres dostawy,pl_PL
mail.trans.order.delivery_method,Metoda dostawy,pl_PL
mail.trans.order.discounts_total,Rabaty,pl_PL
mail.trans.order.grand_total,Suma całkowita,pl_PL
mail.trans.order.order_date,Data zamówienia,pl_PL
mail.trans.order.order_details,Szczegóły zamówienia,pl_PL
mail.trans.order.order_reference,Numer zamówienia,pl_PL
mail.trans.order.quantity,Szt.,pl_PL
mail.trans.order.requested_delivery_date,Żądana data dostawy,pl_PL
mail.trans.order.shipment_costs_total,Koszty dostawy (razem),pl_PL
mail.trans.order.shipment_for_number.part1,Przesyłka,pl_PL
mail.trans.order.shipment_for_number.part2,z,pl_PL
mail.trans.order.subtotal,Suma częściowa,pl_PL
mail.trans.order.taxes,Podatki,pl_PL
mail.trans.order_confirmation.subtitle,"Informujemy, że otrzymaliśmy Twoje zamówienie. Potwierdzenie wysyłki otrzymasz e-mailem, gdy tylko zamówienie zostanie nadane. Mamy nadzieję, że zamówienie Ci się spodoba, a jeśli zmienisz zdanie, możesz je zwrócić w ciągu 14 dni.",pl_PL
mail.trans.order_confirmation.title,Dziękujemy za zakupy w Spryker Shop!,pl_PL
mail.trans.restore_password.change_password,Zmień hasło,pl_PL
mail.trans.restore_password.subtitle,"Ktoś poprosił o nowe hasło do Twojego konta Spryker Back Office. Jeśli to nie Ty, zignoruj tę wiadomość. Jeśli to Ty, wykonaj instrukcje w przycisku poniżej",pl_PL
mail.trans.restore_password.title,Nowe hasło do Twojego konta Spryker Back Office,pl_PL
mail.trans.order_shipped.title,Twoje zamówienie jest w drodze!,pl_PL
mail.trans.company_status.title,Status Twojej firmy został zmieniony na,pl_PL
mail.trans.customer_registration.confirmation_link,Zweryfikuj swój adres e-mail,pl_PL
mail.customer.customer_email_change_verification.text,"Zweryfikuj swój adres e-mail, klikając",pl_PL
mail.customer.customer_email_change_notification.text,"Informujemy, że adres e-mail powiązany z Twoim kontem został pomyślnie zmieniony. Jeśli to Ty dokonałeś tej zmiany, nie musisz nic robić. Jeśli jednak nie prosiłeś o tę zmianę, natychmiast skontaktuj się z właścicielem sklepu, aby zabezpieczyć swoje konto.",pl_PL
mail.customer.customer_email_change_notification.subject,Twój adres e-mail został zmieniony,pl_PL
mail.customer.customer_email_change_verification.subject,Zweryfikuj swój adres e-mail,pl_PL
password.weak,Słabe,pl_PL
password.medium,Średni,pl_PL
password.strong,Silne,pl_PL
password.very_strong,Bardzo silne,pl_PL
password.message,Spróbuj wydłużyć hasło albo dodać cyfry lub symbole.,pl_PL
customer.password.error.deny_list,To hasło jest uznawane za powszechne. Użyj innego.,pl_PL
customer.password.error.sequence,Powtórzyłeś ten sam znak zbyt wiele razy.,pl_PL
customer.password.error.character_set,"Hasło musi zawierać co najmniej 1 znak z każdej dozwolonej grupy: wielka litera, mała litera, cyfra i znak specjalny.",pl_PL
error.429,Zbyt wiele żądań,pl_PL
security_blocker_page.error.account_blocked,"Zbyt wiele prób logowania z Twojego adresu. Odczekaj %minutes% minut, zanim spróbujesz ponownie.",pl_PL
security_blocker_backoffice_gui.error.account_blocked,"Zbyt wiele prób logowania z Twojego adresu. Odczekaj %minutes% minut, zanim spróbujesz ponownie.",pl_PL
security_blocker_merchant_portal_gui.error.account_blocked,"Zbyt wiele prób logowania z Twojego adresu. Odczekaj %minutes% minut, zanim spróbujesz ponownie.",pl_PL
payment_foreign.thank_you,Dziękujemy,pl_PL
payment_foreign.go_to_my_account,"Przejdź do ""Moje konto""",pl_PL
payment_foreign.success.order.placement.message,Twoje zamówienie zostało pomyślnie opłacone. E-mail z potwierdzeniem otrzymasz w ciągu kilku minut. Zamówienie możesz sprawdzić i śledzić na swoim koncie.,pl_PL
agent_page.error.customer_already_logged_in,"Jesteś już zalogowany jako klient, najpierw się wyloguj, a potem kontynuuj",pl_PL
customer.login.remember_me,Zapamiętaj mnie,pl_PL
merchant.sold_by,Sprzedawane przez:,pl_PL
merchant_search_widget.all_merchants,Wszyscy sprzedawcy,pl_PL
merchant_search_widget.merchants,Sprzedawcy,pl_PL
merchant_profile.email,Adres e-mail,pl_PL
merchant_profile.address,Adres,pl_PL
merchant_profile.phone,Telefon,pl_PL
merchant_profile.terms_and_conditions,Regulamin,pl_PL
merchant_profile.cancellation_policy,Polityka odstąpienia od umowy,pl_PL
merchant_profile.imprint,Nota prawna,pl_PL
merchant_profile.privacy,Ochrona danych,pl_PL
merchant_profile.delivery_time,Czas dostawy,pl_PL
merchant_profile.shop_merchant_products,Kup produkty sprzedawcy,pl_PL
merchant_product.message.invalid,"Nie znaleziono produktu ""%sku%"" u sprzedawcy ""%merchant_reference%"".",pl_PL
merchant_product.sold_by,Sprzedawane przez,pl_PL
merchant_product_offer.view_seller,Zobacz sprzedawcę,pl_PL
merchant_product_offer.sold_by,Sprzedawane przez,pl_PL
merchant_product_offer_widget.merchant_name,Sprzedawca,pl_PL
product-offer.info.product-offer-inactive.removed,Nieaktywna pozycja %sku% została usunięta z Twojego koszyka.,pl_PL
product-offer.info.reference.invalid,Nie znaleziono numeru oferty produktu dla produktu o SKU '%sku%'.,pl_PL
product-offer.message.not-active-or-approved,Oferta produktu nie jest aktywna dla produktu o SKU '%sku%'.,pl_PL
merchant_weekday_schedule.new_year,Nowy Rok,pl_PL
merchant_weekday_schedule.good_friday,Wielki Piątek,pl_PL
merchant_weekday_schedule.easter_sunday,Wielkanoc,pl_PL
merchant_weekday_schedule.easter_monday,Poniedziałek Wielkanocny,pl_PL
merchant_weekday_schedule.may_day,Święto Pracy,pl_PL
merchant_weekday_schedule.ascension_of_christ,Wniebowstąpienie Pańskie,pl_PL
merchant_weekday_schedule.whit_sunday,Zielone Świątki,pl_PL
merchant_weekday_schedule.whit_monday,Poniedziałek Zielonoświątkowy,pl_PL
merchant_weekday_schedule.corpus_christi,Boże Ciało,pl_PL
merchant_weekday_schedule.day_of_german_unity,Dzień Jedności Niemiec,pl_PL
merchant_weekday_schedule.all_saints_day,Wszystkich Świętych,pl_PL
merchant_weekday_schedule.1st_christmas_day,Pierwszy dzień Bożego Narodzenia,pl_PL
merchant_weekday_schedule.2nd_christmas_day,Drugi dzień Bożego Narodzenia,pl_PL
merchant_weekday_schedule.sunday_opening,Otwarte w niedzielę,pl_PL
merchant_opening_hours.opening_hours_title,Godziny otwarcia,pl_PL
merchant_opening_hours.special_opening_hours_title,Szczególne godziny otwarcia,pl_PL
merchant_opening_hours.public_holidays_title,Dni ustawowo wolne od pracy,pl_PL
merchant_opening_hours.opening_hours_closed,Zamknięte,pl_PL
merchant_opening_hours.day.title.monday,Poniedziałek,pl_PL
merchant_opening_hours.day.title.tuesday,Wtorek,pl_PL
merchant_opening_hours.day.title.wednesday,Środa,pl_PL
merchant_opening_hours.day.title.thursday,Czwartek,pl_PL
merchant_opening_hours.day.title.friday,Piątek,pl_PL
merchant_opening_hours.day.title.saturday,Sobota,pl_PL
merchant_opening_hours.day.title.sunday,Niedziela,pl_PL
checkout.item.option.pre.condition.validation.error.exists,Opcja produktu %name% nie jest już dostępna.,pl_PL
product.filter.merchant_name,Sprzedawca,pl_PL
merchant_sales_order.merchant_order_id,ID zamówienia sprzedawcy,pl_PL
merchant_sales_return.message.items_from_different_merchant_detected,Twoje zamówienie zawiera produkty od różnych sprzedawców. Możesz zwrócić produkty tylko od jednego sprzedawcy jednocześnie.,pl_PL
merchant_sales_return_widget.create_form.different_merchants_info,Twoje zamówienie zawiera produkty od różnych sprzedawców. Możesz zwrócić produkty tylko od jednego sprzedawcy jednocześnie.,pl_PL
shopping_list.pre.check.product_offer,Nie znaleziono oferty produktu.,pl_PL
shopping_list.pre.check.product_offer.approved,Oferta produktu nie jest zatwierdzona.,pl_PL
shopping_list.pre.check.product_offer.is_active,Oferta produktu nie jest aktywna.,pl_PL
shopping_list.pre.check.product_merchant_inactive,Sprzedawca jest nieaktywny.,pl_PL
shopping_list.pre.check.product_merchant_not_approved,Sprzedawca nie jest zatwierdzony.,pl_PL
shopping_list.pre.check.product_offer.store_invalid,Oferta produktu nie należy do bieżącego sklepu.,pl_PL
shopping_list.pre.check.product.store_invalid,Produkt nie należy do bieżącego sklepu.,pl_PL
sales-order-threshold.hard-minimum-threshold.us.usd.message,"Musisz dodać produkty o wartości {{threshold}}, aby przekroczyć zalecany próg. Nie możesz przejść do kasy",pl_PL
sales-order-threshold.hard-maximum-threshold.us.usd.message,"Wartość koszyka nie może być wyższa niż {{threshold}}. Usuń część pozycji, aby kontynuować zamówienie",pl_PL
sales-order-threshold.soft-minimum-threshold.us.usd.message,"Musisz dodać produkty o wartości {{threshold}}, aby przekroczyć zalecany próg, ale jeśli chcesz, możesz przejść do kasy.",pl_PL
countries.iso.US,Stany Zjednoczone Ameryki,pl_PL
product_bundle_product_detail_page_items_list_widget.title.bundle_includes,Zestaw zawiera,pl_PL
product_configuration.checkout.validation.error.is_not_complete,Konfiguracja produktu nie została ukończona.,pl_PL
product_configuration.validation.error.not_valid_response_checksum,Podano nieprawidłową sumę kontrolną odpowiedzi,pl_PL
product_configuration.validation.error.expired_timestamp,Podano wygasły znacznik czasu,pl_PL
product_configuration.access_token.request.error.can_not_obtain_access_token,Nie można uzyskać tokenu dostępu,pl_PL
product_configuration.error.configured_item_not_found_in_cart,Nie znaleziono skonfigurowanego produktu '%sku%'.,pl_PL
product_configuration.error.availability.failed,Produkt jest dostępny w ilości %availability%.,pl_PL
product_configuration.response.validation.error,Nie udało się zweryfikować odpowiedzi konfiguratora produktu.,pl_PL
product_configuration.error.configuration_not_found,Nie znaleziono konfiguracji produktu dla produktu '%sku%'.,pl_PL
product_configuration_storage.validation.error.group_key_is_not_provided,Należy podać klucz grupy,pl_PL
product_configuration_widget.configure,Skonfiguruj,pl_PL
product_configuration_widget.complete,Konfiguracja zakończona!,pl_PL
product_configuration_widget.not_complete,Konfiguracja nie jest ukończona.,pl_PL
product_configuration_widget.quote_not_valid,Nie można przetworzyć tego koszyka. Skonfiguruj pozycje w koszyku.,pl_PL
product_configuration.quote_request.validation.error.incomplete,"Aby zweryfikować wycenę, musisz zakończyć konfigurację produktów.",pl_PL
product_configuration_shopping_list.error.configuration_not_found,Nie znaleziono konfiguracji produktu dla pozycji listy zakupowej '%uuid%'.,pl_PL
product_configuration_shopping_list.error.item_not_found,Nie znaleziono pozycji listy zakupowej.,pl_PL
product_configurator_gateway_page.source_type_not_blank,Źródło jest parametrem wymaganym,pl_PL
product_configurator_gateway_page.sku_not_blank,SKU produktu jest parametrem wymaganym,pl_PL
product_configurator_gateway_page.configurator_key_not_blank,Klucz konfiguratora jest parametrem wymaganym,pl_PL
product_configurator_gateway_page.quantity_required,Ilość jest parametrem wymaganym,pl_PL
product_configurator_gateway_page.item_group_key_required,Klucz grupy jest parametrem wymaganym,pl_PL
product_configurator_gateway_page.shopping_list_item_uuid_required,ID pozycji listy zakupowej jest parametrem wymaganym.,pl_PL
product_configurator_gateway_page.configurator_key_is_not_supported,Klucz konfiguratora nie jest obsługiwany.,pl_PL
permission.name.SeeCompanyUsersPermissionPlugin,Zobacz użytkowników firmy,pl_PL
store_widget.switcher.store,Sklep:,pl_PL
store.validation.store_not_found,Nie znaleziono sklepu,pl_PL
category.validation.category_node_entity_not_found,"Nie można przenieść węzła kategorii o ID '%category_node_id%', ponieważ ten węzeł już nie istnieje.",pl_PL
merchant_relation_request.validation.status_not_pending,"Nowe wnioski można składać tylko wtedy, gdy bieżący status to oczekujący.",pl_PL
merchant_relation_request.validation.decision_note_empty,Wyczyść notatkę decyzji przed złożeniem wniosku.,pl_PL
merchant_relation_request.validation.assignee_business_units_empty,"Wskaż co najmniej jedną jednostkę biznesową, aby kontynuować.",pl_PL
merchant_relation_request.validation.request_note_wrong_length,Notatka wniosku o relację ze sprzedawcą musi mieć długość od %min% do %max% znaków.,pl_PL
merchant_relation_request.validation.incompatible_company_account,Wnioski dla tej listy jednostek biznesowych mogą tworzyć tylko użytkownicy z tej samej firmy.,pl_PL
merchant_relation_request.validation.decision_note_wrong_length,Notatka decyzji o wniosku o relację ze sprzedawcą musi mieć długość od %min% do %max% znaków.,pl_PL
merchant_relation_request.validation.not_found,Nie znaleziono wniosku o relację ze sprzedawcą.,pl_PL
merchant_relation_request.validation.cant_be_approved,Nie można zatwierdzić wniosku o relację ze sprzedawcą.,pl_PL
merchant_relation_request.validation.cant_be_canceled,Nie można anulować wniosku o relację ze sprzedawcą.,pl_PL
merchant_relation_request.validation.cant_be_rejected,Nie można odrzucić wniosku o relację ze sprzedawcą.,pl_PL
merchant_relation_request.validation.cant_become_pending,Wniosek o relację ze sprzedawcą nie może przejść w stan oczekiwania.,pl_PL
merchant_relation_request.mail.merchant_relation_request_status_change.subject,Status Twojego wniosku o relację ze sprzedawcą został zmieniony.,pl_PL
merchant_relation_request.mail.trans.merchant_relation_request_status_change.salutation,"Witaj %first_name% %last_name%,",pl_PL
merchant_relation_request.mail.trans.merchant_relation_request_status_change.main_text,Sprzedawca %merchant_name% zmienił status Twojego wniosku o relację na %status%. Sprawdź go na swoim koncie firmowym.,pl_PL
merchant_relation_request.mail.trans.merchant_relation_request_status_change.button,Zobacz wniosek o relację ze sprzedawcą,pl_PL
merchant_relation_request.mail.trans.merchant_relation_request_status_change.decision_note_title,Komentarz od sprzedawcy,pl_PL
comment.validation.error.user_not_found,Nie znaleziono użytkownika.,pl_PL
comment.validation.error.comment_author_intersected,Wykryto konflikt autorów komentarza.,pl_PL
