abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices,value_cost
,IBP-SS-09-2,ORIGINAL,US,USD,22100,0,,0
,DCA-900-1,DEFAULT,US,USD,15200,0,,12740
,DCA-900-1,ORIGINAL,US,USD,15200,0,,0
,DCA-900-2,DEFAULT,US,USD,39500,0,,33180
,DCA-900-2,ORIGINAL,US,USD,39500,0,,0
,DCA-900-3,DEFAULT,US,USD,51800,0,,43470
,DCA-900-3,ORIGINAL,US,USD,51800,0,,0
,DTC-920-1,DEFAULT,US,USD,98900,0,,83020
,DTC-920-1,ORIGINAL,US,USD,98900,0,,0
,DTC-920-2,DEFAULT,US,USD,21300,0,,17850
,DTC-920-2,ORIGINAL,US,USD,21300,0,,0
,DTC-920-3,DEFAULT,US,USD,90500,0,,76020
,DTC-920-3,ORIGINAL,US,USD,90500,0,,0
,ET-HS-120-1,DEFAULT,US,USD,89700,0,,75320
,ET-HS-120-1,ORIGINAL,US,USD,89700,0,,0
,ET-HS-120-2,DEFAULT,US,USD,14800,0,,12390
,ET-HS-120-2,ORIGINAL,US,USD,14800,0,,0
,ET-HS-120-3,DEFAULT,US,USD,74100,0,,62230
,ET-HS-120-3,ORIGINAL,US,USD,74100,0,,0
,HP-IND-60K-1,DEFAULT,US,USD,68900,0,,57820
,HP-IND-60K-1,ORIGINAL,US,USD,68900,0,,0
,HP-IND-60K-2,DEFAULT,US,USD,17700,0,,14840
,HP-IND-60K-2,ORIGINAL,US,USD,17700,0,,0
SPK-CP-SBK,,DEFAULT,US,USD,15500,0,"[{""quantity"":5,""net_price"":14725,""gross_price"":},{""quantity"":10,""net_price"":13950,""gross_price"":},{""quantity"":25,""net_price"":13175,""gross_price"":},{""quantity"":50,""net_price"":12400,""gross_price"":}]",12950
SPK-CP-SBK,,ORIGINAL,US,USD,15500,0,,0
SPK-BLR-IGN,,DEFAULT,US,USD,12100,0,"[{""quantity"":5,""net_price"":11495,""gross_price"":},{""quantity"":10,""net_price"":10890,""gross_price"":},{""quantity"":25,""net_price"":10285,""gross_price"":},{""quantity"":50,""net_price"":9680,""gross_price"":}]",10150
SPK-BLR-IGN,,ORIGINAL,US,USD,12100,0,,0
SPK-VLV-PACK,,DEFAULT,US,USD,7900,0,"[{""quantity"":5,""net_price"":7505,""gross_price"":},{""quantity"":10,""net_price"":7110,""gross_price"":},{""quantity"":25,""net_price"":6715,""gross_price"":},{""quantity"":50,""net_price"":6320,""gross_price"":}]",6650
SPK-VLV-PACK,,ORIGINAL,US,USD,7900,0,,0
SPK-HP-SENS,,DEFAULT,US,USD,22900,0,,19250
SPK-HP-SENS,,ORIGINAL,US,USD,22900,0,,0
SRV-WS-PMP-OVH,,DEFAULT,US,USD,100200,0,,84000
SRV-WS-PMP-OVH,,ORIGINAL,US,USD,100200,0,,0
SRV-WS-PMP-SEAL,,DEFAULT,US,USD,56800,0,,47600
SRV-WS-PMP-SEAL,,ORIGINAL,US,USD,56800,0,,0
SRV-WS-VLV-SVC,,DEFAULT,US,USD,43400,0,,36400
SRV-WS-VLV-SVC,,ORIGINAL,US,USD,43400,0,,0
SRV-WS-SV-CERT,,DEFAULT,US,USD,56800,0,,47600
SRV-WS-SV-CERT,,ORIGINAL,US,USD,56800,0,,0
SRV-WS-CTRL-REP,,DEFAULT,US,USD,81800,0,,68600
SRV-WS-CTRL-REP,,ORIGINAL,US,USD,81800,0,,0
SRV-WS-SENS-CAL,,DEFAULT,US,USD,31700,0,,26600
SRV-WS-SENS-CAL,,ORIGINAL,US,USD,31700,0,,0
,STL-7010-3,DEFAULT,US,USD,179000,0,,
,STL-7010-3,ORIGINAL,US,USD,179000,0,,
,STL-7010-4,DEFAULT,US,USD,20800,0,,
,STL-7010-4,ORIGINAL,US,USD,20800,0,,
,STL-7010-5,DEFAULT,US,USD,104000,0,,
,STL-7010-5,ORIGINAL,US,USD,104000,0,,
,STL-7010-6,DEFAULT,US,USD,208000,0,,
,STL-7010-6,ORIGINAL,US,USD,208000,0,,
IWT-SYSTEM,,DEFAULT,US,USD,1350000,,,
,IWT-SYSTEM-1,DEFAULT,US,USD,1350000,,,
CBL-3X15-SHIELD,,DEFAULT,US,USD,1150,,,
,CBL-3X15-SHIELD-1,DEFAULT,US,USD,1150,,,
