product_offer_reference,price_type,store,currency,value_net,value_gross,price_data.volume_prices,value_cost
POF00228,DEFAULT,AT,EUR,0,55694,,38986
POF00229,DEFAULT,AT,EUR,0,15494,,10846
POF00230,DEFAULT,AT,EUR,0,17438,,12207
POF00231,DEFAULT,AT,EUR,0,79718,,55803
POF00232,DEFAULT,AT,EUR,0,16220,,11354
POF00233,DEFAULT,AT,EUR,0,41686,,29180
POF00234,DEFAULT,AT,EUR,0,12906,,9034
POF00235,DEFAULT,AT,EUR,0,73406,,51384
POF00236,DEFAULT,AT,EUR,0,45583,,31908
POF00237,DEFAULT,AT,EUR,0,14624,,10237
POF00238,DEFAULT,AT,EUR,0,99880,,69916
POF00239,DEFAULT,AT,EUR,0,88854,,62198
POF00240,DEFAULT,AT,EUR,0,67718,,47403
POF00241,DEFAULT,AT,EUR,0,19628,,13740
POF00242,DEFAULT,AT,EUR,0,52371,,36660
POF00243,DEFAULT,AT,EUR,0,46741,,32719
POF00244,DEFAULT,AT,EUR,0,75202,,52641
POF00245,DEFAULT,AT,EUR,0,50047,,35033
POF00246,DEFAULT,AT,EUR,0,56184,,39329
POF00247,DEFAULT,AT,EUR,0,90195,,63136
POF00248,DEFAULT,AT,EUR,0,59129,,41390
POF00249,DEFAULT,AT,EUR,0,98676,,69073
POF00250,DEFAULT,AT,EUR,0,77367,,54157
POF00251,DEFAULT,AT,EUR,0,18500,"[{""quantity"":5,""net_price"":0,""gross_price"":17575},{""quantity"":10,""net_price"":0,""gross_price"":16650},{""quantity"":25,""net_price"":0,""gross_price"":15725},{""quantity"":50,""net_price"":0,""gross_price"":14800}]",12950
POF00251,DEFAULT,AT,CHF,0,18500,"[{""quantity"":5,""net_price"":0,""gross_price"":17575},{""quantity"":10,""net_price"":0,""gross_price"":16650},{""quantity"":25,""net_price"":0,""gross_price"":15725},{""quantity"":50,""net_price"":0,""gross_price"":14800}]",12950
POF00252,DEFAULT,AT,EUR,0,19425,"[{""quantity"":5,""net_price"":0,""gross_price"":18454},{""quantity"":10,""net_price"":0,""gross_price"":17482},{""quantity"":25,""net_price"":0,""gross_price"":16511},{""quantity"":50,""net_price"":0,""gross_price"":15540}]",13598
POF00252,DEFAULT,AT,CHF,0,19425,"[{""quantity"":5,""net_price"":0,""gross_price"":18454},{""quantity"":10,""net_price"":0,""gross_price"":17482},{""quantity"":25,""net_price"":0,""gross_price"":16511},{""quantity"":50,""net_price"":0,""gross_price"":15540}]",13598
POF00253,DEFAULT,AT,EUR,0,17945,"[{""quantity"":5,""net_price"":0,""gross_price"":17048},{""quantity"":10,""net_price"":0,""gross_price"":16150},{""quantity"":25,""net_price"":0,""gross_price"":15253},{""quantity"":50,""net_price"":0,""gross_price"":14356}]",12562
POF00253,DEFAULT,AT,CHF,0,17945,"[{""quantity"":5,""net_price"":0,""gross_price"":17048},{""quantity"":10,""net_price"":0,""gross_price"":16150},{""quantity"":25,""net_price"":0,""gross_price"":15253},{""quantity"":50,""net_price"":0,""gross_price"":14356}]",12562
POF00254,DEFAULT,AT,EUR,0,14500,"[{""quantity"":5,""net_price"":0,""gross_price"":13775},{""quantity"":10,""net_price"":0,""gross_price"":13050},{""quantity"":25,""net_price"":0,""gross_price"":12325},{""quantity"":50,""net_price"":0,""gross_price"":11600}]",10150
POF00254,DEFAULT,AT,CHF,0,14500,"[{""quantity"":5,""net_price"":0,""gross_price"":13775},{""quantity"":10,""net_price"":0,""gross_price"":13050},{""quantity"":25,""net_price"":0,""gross_price"":12325},{""quantity"":50,""net_price"":0,""gross_price"":11600}]",10150
POF00255,DEFAULT,AT,EUR,0,15225,"[{""quantity"":5,""net_price"":0,""gross_price"":14464},{""quantity"":10,""net_price"":0,""gross_price"":13702},{""quantity"":25,""net_price"":0,""gross_price"":12941},{""quantity"":50,""net_price"":0,""gross_price"":12180}]",10658
POF00255,DEFAULT,AT,CHF,0,15225,"[{""quantity"":5,""net_price"":0,""gross_price"":14464},{""quantity"":10,""net_price"":0,""gross_price"":13702},{""quantity"":25,""net_price"":0,""gross_price"":12941},{""quantity"":50,""net_price"":0,""gross_price"":12180}]",10658
POF00256,DEFAULT,AT,EUR,0,14065,"[{""quantity"":5,""net_price"":0,""gross_price"":13362},{""quantity"":10,""net_price"":0,""gross_price"":12658},{""quantity"":25,""net_price"":0,""gross_price"":11955},{""quantity"":50,""net_price"":0,""gross_price"":11252}]",9846
POF00256,DEFAULT,AT,CHF,0,14065,"[{""quantity"":5,""net_price"":0,""gross_price"":13362},{""quantity"":10,""net_price"":0,""gross_price"":12658},{""quantity"":25,""net_price"":0,""gross_price"":11955},{""quantity"":50,""net_price"":0,""gross_price"":11252}]",9846
POF00257,DEFAULT,AT,EUR,0,9500,"[{""quantity"":5,""net_price"":0,""gross_price"":9025},{""quantity"":10,""net_price"":0,""gross_price"":8550},{""quantity"":25,""net_price"":0,""gross_price"":8075},{""quantity"":50,""net_price"":0,""gross_price"":7600}]",6650
POF00257,DEFAULT,AT,CHF,0,9500,"[{""quantity"":5,""net_price"":0,""gross_price"":9025},{""quantity"":10,""net_price"":0,""gross_price"":8550},{""quantity"":25,""net_price"":0,""gross_price"":8075},{""quantity"":50,""net_price"":0,""gross_price"":7600}]",6650
POF00258,DEFAULT,AT,EUR,0,9975,"[{""quantity"":5,""net_price"":0,""gross_price"":9476},{""quantity"":10,""net_price"":0,""gross_price"":8978},{""quantity"":25,""net_price"":0,""gross_price"":8479},{""quantity"":50,""net_price"":0,""gross_price"":7980}]",6982
POF00258,DEFAULT,AT,CHF,0,9975,"[{""quantity"":5,""net_price"":0,""gross_price"":9476},{""quantity"":10,""net_price"":0,""gross_price"":8978},{""quantity"":25,""net_price"":0,""gross_price"":8479},{""quantity"":50,""net_price"":0,""gross_price"":7980}]",6982
POF00259,DEFAULT,AT,EUR,0,9215,"[{""quantity"":5,""net_price"":0,""gross_price"":8754},{""quantity"":10,""net_price"":0,""gross_price"":8294},{""quantity"":25,""net_price"":0,""gross_price"":7833},{""quantity"":50,""net_price"":0,""gross_price"":7372}]",6450
POF00259,DEFAULT,AT,CHF,0,9215,"[{""quantity"":5,""net_price"":0,""gross_price"":8754},{""quantity"":10,""net_price"":0,""gross_price"":8294},{""quantity"":25,""net_price"":0,""gross_price"":7833},{""quantity"":50,""net_price"":0,""gross_price"":7372}]",6450
POF00281,DEFAULT,AT,EUR,0,58297,"[{""quantity"":2,""net_price"":0,""gross_price"":55965},{""quantity"":5,""net_price"":0,""gross_price"":53633},{""quantity"":10,""net_price"":0,""gross_price"":51301}]",40808
POF00281,DEFAULT,AT,CHF,0,58297,"[{""quantity"":2,""net_price"":0,""gross_price"":55965},{""quantity"":5,""net_price"":0,""gross_price"":53633},{""quantity"":10,""net_price"":0,""gross_price"":51301}]",40808
POF00282,DEFAULT,AT,EUR,0,105439,"[{""quantity"":2,""net_price"":0,""gross_price"":101221},{""quantity"":5,""net_price"":0,""gross_price"":97004},{""quantity"":10,""net_price"":0,""gross_price"":92786}]",73807
POF00282,DEFAULT,AT,CHF,0,105439,"[{""quantity"":2,""net_price"":0,""gross_price"":101221},{""quantity"":5,""net_price"":0,""gross_price"":97004},{""quantity"":10,""net_price"":0,""gross_price"":92786}]",73807
POF00283,DEFAULT,AT,EUR,0,19303,"[{""quantity"":2,""net_price"":0,""gross_price"":18531},{""quantity"":5,""net_price"":0,""gross_price"":17759},{""quantity"":10,""net_price"":0,""gross_price"":16987}]",13512
POF00283,DEFAULT,AT,CHF,0,19303,"[{""quantity"":2,""net_price"":0,""gross_price"":18531},{""quantity"":5,""net_price"":0,""gross_price"":17759},{""quantity"":10,""net_price"":0,""gross_price"":16987}]",13512
POF00289,DEFAULT,AT,EUR,0,81092,"[{""quantity"":5,""net_price"":0,""gross_price"":77037},{""quantity"":10,""net_price"":0,""gross_price"":72983},{""quantity"":25,""net_price"":0,""gross_price"":68928},{""quantity"":50,""net_price"":0,""gross_price"":64874}]",56764
POF00289,DEFAULT,AT,CHF,0,81092,"[{""quantity"":5,""net_price"":0,""gross_price"":77037},{""quantity"":10,""net_price"":0,""gross_price"":72983},{""quantity"":25,""net_price"":0,""gross_price"":68928},{""quantity"":50,""net_price"":0,""gross_price"":64874}]",56764
POF00290,DEFAULT,AT,EUR,0,55969,"[{""quantity"":5,""net_price"":0,""gross_price"":53171},{""quantity"":10,""net_price"":0,""gross_price"":50372},{""quantity"":25,""net_price"":0,""gross_price"":47574},{""quantity"":50,""net_price"":0,""gross_price"":44775}]",39178
POF00290,DEFAULT,AT,CHF,0,55969,"[{""quantity"":5,""net_price"":0,""gross_price"":53171},{""quantity"":10,""net_price"":0,""gross_price"":50372},{""quantity"":25,""net_price"":0,""gross_price"":47574},{""quantity"":50,""net_price"":0,""gross_price"":44775}]",39178
POF00291,DEFAULT,AT,EUR,0,82062,"[{""quantity"":5,""net_price"":0,""gross_price"":77959},{""quantity"":10,""net_price"":0,""gross_price"":73856},{""quantity"":25,""net_price"":0,""gross_price"":69753},{""quantity"":50,""net_price"":0,""gross_price"":65650}]",57443
POF00291,DEFAULT,AT,CHF,0,82062,"[{""quantity"":5,""net_price"":0,""gross_price"":77959},{""quantity"":10,""net_price"":0,""gross_price"":73856},{""quantity"":25,""net_price"":0,""gross_price"":69753},{""quantity"":50,""net_price"":0,""gross_price"":65650}]",57443
POF00292,DEFAULT,AT,EUR,0,108446,"[{""quantity"":5,""net_price"":0,""gross_price"":103024},{""quantity"":10,""net_price"":0,""gross_price"":97601},{""quantity"":25,""net_price"":0,""gross_price"":92179},{""quantity"":50,""net_price"":0,""gross_price"":86757}]",75912
POF00292,DEFAULT,AT,CHF,0,108446,"[{""quantity"":5,""net_price"":0,""gross_price"":103024},{""quantity"":10,""net_price"":0,""gross_price"":97601},{""quantity"":25,""net_price"":0,""gross_price"":92179},{""quantity"":50,""net_price"":0,""gross_price"":86757}]",75912
POF00293,DEFAULT,AT,EUR,0,50343,"[{""quantity"":5,""net_price"":0,""gross_price"":47826},{""quantity"":10,""net_price"":0,""gross_price"":45309},{""quantity"":25,""net_price"":0,""gross_price"":42792},{""quantity"":50,""net_price"":0,""gross_price"":40274}]",35240
POF00293,DEFAULT,AT,CHF,0,50343,"[{""quantity"":5,""net_price"":0,""gross_price"":47826},{""quantity"":10,""net_price"":0,""gross_price"":45309},{""quantity"":25,""net_price"":0,""gross_price"":42792},{""quantity"":50,""net_price"":0,""gross_price"":40274}]",35240
POF00294,DEFAULT,AT,EUR,0,84390,"[{""quantity"":5,""net_price"":0,""gross_price"":80170},{""quantity"":10,""net_price"":0,""gross_price"":75951},{""quantity"":25,""net_price"":0,""gross_price"":71732},{""quantity"":50,""net_price"":0,""gross_price"":67512}]",59073
POF00294,DEFAULT,AT,CHF,0,84390,"[{""quantity"":5,""net_price"":0,""gross_price"":80170},{""quantity"":10,""net_price"":0,""gross_price"":75951},{""quantity"":25,""net_price"":0,""gross_price"":71732},{""quantity"":50,""net_price"":0,""gross_price"":67512}]",59073
POF00295,DEFAULT,AT,EUR,0,109707,"[{""quantity"":5,""net_price"":0,""gross_price"":104222},{""quantity"":10,""net_price"":0,""gross_price"":98736},{""quantity"":25,""net_price"":0,""gross_price"":93251},{""quantity"":50,""net_price"":0,""gross_price"":87766}]",76795
POF00295,DEFAULT,AT,CHF,0,109707,"[{""quantity"":5,""net_price"":0,""gross_price"":104222},{""quantity"":10,""net_price"":0,""gross_price"":98736},{""quantity"":25,""net_price"":0,""gross_price"":93251},{""quantity"":50,""net_price"":0,""gross_price"":87766}]",76795
POF00300,DEFAULT,AT,EUR,0,420000,,294000
POF00300,DEFAULT,AT,CHF,0,420000,,294000
POF00301,DEFAULT,AT,EUR,0,680000,,476000
POF00301,DEFAULT,AT,CHF,0,680000,,476000
POF00302,DEFAULT,AT,EUR,0,310000,,217000
POF00302,DEFAULT,AT,CHF,0,310000,,217000
POF00303,DEFAULT,AT,EUR,0,185000,,129500
POF00303,DEFAULT,AT,CHF,0,185000,,129500
POF00304,DEFAULT,AT,EUR,0,32000,,22400
POF00304,DEFAULT,AT,CHF,0,32000,,22400
POF00305,DEFAULT,AT,EUR,0,48000,,33600
POF00305,DEFAULT,AT,CHF,0,48000,,33600
POF00306,DEFAULT,AT,EUR,0,384000,,268800
POF00306,DEFAULT,AT,CHF,0,384000,,268800
POF00307,DEFAULT,AT,EUR,0,529000,,370300
POF00307,DEFAULT,AT,CHF,0,529000,,370300
POF00308,DEFAULT,AT,EUR,0,620000,,434000
POF00308,DEFAULT,AT,CHF,0,620000,,434000
POF00309,DEFAULT,AT,EUR,0,940000,,658000
POF00309,DEFAULT,AT,CHF,0,940000,,658000
POF00310,DEFAULT,AT,EUR,0,215000,,150500
POF00310,DEFAULT,AT,CHF,0,215000,,150500
POF00311,DEFAULT,AT,EUR,0,305000,,213500
POF00311,DEFAULT,AT,CHF,0,305000,,213500
POF00312,DEFAULT,AT,EUR,0,1150000,,805000
POF00312,DEFAULT,AT,CHF,0,1150000,,805000
POF00313,DEFAULT,AT,EUR,0,975000,,682500
POF00313,DEFAULT,AT,CHF,0,975000,,682500
POF00314,DEFAULT,AT,EUR,0,1240000,,868000
POF00314,DEFAULT,AT,CHF,0,1240000,,868000
POF00315,DEFAULT,AT,EUR,0,1420000,,994000
POF00315,DEFAULT,AT,CHF,0,1420000,,994000
POF00316,DEFAULT,AT,EUR,0,1240000,,868000
POF00316,DEFAULT,AT,CHF,0,1240000,,868000
